19.065048	0.016404	0.006728	0.010000
23.085193	0.013137	0.007264	0.005995
28.136132	0.011549	0.007269	0.003594
34.548735	0.009152	0.007544	0.002154
42.474530	0.008280	0.008028	0.001292
52.533813	0.006455	0.008059	0.000774
64.985756	0.004257	0.008576	0.000464
80.142373	0.003696	0.008911	0.000278
98.332904	0.002831	0.009432	0.000167
120.341993	0.001956	0.009754	0.000100
