81.215145	0.0004182496	0.259632	0.0010000000	0.418250
46.1247570000	0.0019030261	0.2085170000	50.0000000000
81.215145	0.0004182496	0.199379	0.0010000000	0.418250
46.1247570000	0.0019030261	0.2158670000	50.0000000000
135.2501500000	0.0002957759	0.4788800000	150.0000000000
91.5102030000	0.0005976091	0.3545330000	100.0000000000
113.7807990000	0.0004055681	0.4242630000	125.0000000000
102.2341670000	0.0004851731	0.4002060000	112.0000000000
107.5912960000	0.0004427452	0.4114340000	118.0000000000
110.2516260000	0.0004239982	0.4297930000	121.0000000000
112.0155790000	0.0004145165	0.4375710000	123.0000000000
266.096817	0.0000329027	0.277705	0.0001000000	0.329027
296.6129400000	0.0000659207	0.9232880000	352.0000000000
366.7826100000	0.0000414743	1.2202990000	452.0000000000
399.6363310000	0.0000346663	1.2628940000	502.0000000000
431.2714760000	0.0000294930	1.3092110000	552.0000000000
366.7826100000	0.0000414743	1.1233930000	452.0000000000
399.6363310000	0.0000346663	1.2256980000	502.0000000000
415.6170890000	0.0000315663	1.2868760000	527.0000000000
407.3466200000	0.0000332296	1.2898620000	514.0000000000
411.1759840000	0.0000326352	1.3156610000	520.0000000000
409.2663020000	0.0000329513	1.3129290000	517.0000000000
409.9032410000	0.0000328291	1.3039460000	518.0000000000
