81.937114	0.0002821119	0.438177	0.0010000000	0.282112
68.0726690000	0.0007064749	0.5523950000	76.0000000000
143.5829270000	0.0001655961	0.9211930000	176.0000000000
107.5014610000	0.0003028854	0.7818420000	126.0000000000
125.9474720000	0.0002203467	0.7786510000	151.0000000000
116.4574850000	0.0002559580	0.7493500000	138.0000000000
112.0020730000	0.0002783661	0.8074450000	132.0000000000
109.7569520000	0.0002887282	0.8009560000	129.0000000000
110.5065420000	0.0002852679	0.7978760000	130.0000000000
81.937114	0.0002821119	0.606880	0.0010000000	0.282112
68.0726690000	0.0007064749	0.5576890000	76.0000000000
143.5829270000	0.0001655961	0.8818460000	176.0000000000
107.5014610000	0.0003028854	0.7283810000	126.0000000000
125.9474720000	0.0002203467	0.8844980000	151.0000000000
116.4574850000	0.0002559580	0.7902620000	138.0000000000
112.0020730000	0.0002783661	0.8014190000	132.0000000000
109.7569520000	0.0002887282	0.7747910000	129.0000000000
110.5065420000	0.0002852679	0.7965250000	130.0000000000
81.937114	0.0002821119	0.606880	0.0001000000	2.821119
68.0726690000	0.0007064749	0.5936520000	76.0000000000
143.5829270000	0.0001655961	0.9785400000	176.0000000000
107.5014610000	0.0003028854	0.7686880000	126.0000000000
125.9474720000	0.0002203467	0.8198660000	151.0000000000
116.4574850000	0.0002559580	0.7548420000	138.0000000000
112.0020730000	0.0002783661	0.7954240000	132.0000000000
109.7569520000	0.0002887282	0.7913900000	129.0000000000
110.5065420000	0.0002852679	0.8082680000	130.0000000000
