28.8239980000	0.0035960099	0.0201820000	30.0000000000
42.5334400000	0.0018710612	0.0251810000	44.0000000000
62.9115490000	0.0009845092	0.0336710000	65.0000000000
92.6476300000	0.0004969974	0.0459580000	96.0000000000
135.9320200000	0.0002600553	0.0585260000	142.0000000000
198.2291790000	0.0001340430	0.0798070000	210.0000000000
286.5119690000	0.0000687955	0.1139600000	310.0000000000
410.2424820000	0.0000338695	0.1476840000	458.0000000000
579.5749150000	0.0000170056	0.2015840000	677.0000000000
803.5952520000	0.0000082200	0.2743040000	1000.0000000000
803.5952520000	0.0000082200	0.2864310000	1000.0000000000
929.2425820000	0.0000057897	0.2988750000	1200.0000000000
1070.0519770000	0.0000040551	0.3389470000	1442.0000000000
1224.7941920000	0.0000027639	0.3888300000	1732.0000000000
1393.4413220000	0.0000019494	0.4361140000	2080.0000000000
1575.0022000000	0.0000013479	0.4886980000	2498.0000000000
1766.3108620000	0.0000009504	0.5466350000	3000.0000000000

