261.515414	0.0000306541	0.497385	0.0001000000	0.306541
298.4163880000	0.0000527449	1.7828240000	366.0000000000
363.4450250000	0.0000334102	2.3694850000	466.0000000000
393.9559230000	0.0000271654	2.4264430000	516.0000000000
347.7712730000	0.0000374686	2.1148890000	441.0000000000
370.8950340000	0.0000315730	2.2095850000	478.0000000000
382.5361430000	0.0000291623	2.2804090000	497.0000000000
376.4354650000	0.0000303765	2.3013410000	487.0000000000
373.3646450000	0.0000310271	2.2507880000	482.0000000000
261.515414	0.0000306541	0.502479	0.0001000000	0.306541
298.4163880000	0.0000527449	2.0028540000	366.0000000000
363.4450250000	0.0000334102	2.3052610000	466.0000000000
393.9559230000	0.0000271654	2.3415420000	516.0000000000
347.7712730000	0.0000374686	2.1062880000	441.0000000000
370.8950340000	0.0000315730	2.2206660000	478.0000000000
382.5361430000	0.0000291623	2.2827640000	497.0000000000
376.4354650000	0.0000303765	2.2404850000	487.0000000000
373.3646450000	0.0000310271	2.2260240000	482.0000000000
339.1106890000	0.0257664480	0.1527250000	484.0000000000
375.2067550000	0.0000306855	2.7105690000	485.0000000000
