83.285190	0.0002940752	0.029940	0.0010000000	0.294075
70.6208580000	0.0008082036	0.0431580000	73.0000000000
164.5550440000	0.0001853561	0.0871060000	173.0000000000
118.1628330000	0.0003312705	0.0672760000	123.0000000000
141.5094020000	0.0002426813	0.0796620000	148.0000000000
129.4040810000	0.0002833890	0.0734100000	135.0000000000
123.7936920000	0.0003061813	0.0707680000	129.0000000000
126.6008200000	0.0002945599	0.0729020000	132.0000000000
127.5362070000	0.0002907621	0.0704520000	133.0000000000
267.049210	0.0000297530	0.047093	0.0001000000	0.297530
340.1645660000	0.0000501452	0.1671840000	373.0000000000
422.3571710000	0.0000320536	0.2104110000	473.0000000000
462.1056880000	0.0000267177	0.2259750000	523.0000000000
402.1269250000	0.0000352682	0.1992390000	448.0000000000
431.9796960000	0.0000304314	0.2147410000	485.0000000000
447.1137230000	0.0000284946	0.2201720000	504.0000000000
439.1620990000	0.0000294942	0.2202840000	494.0000000000
435.1707010000	0.0000300448	0.2141770000	489.0000000000
436.7711540000	0.0000298469	0.2151680000	491.0000000000
437.5704810000	0.0000297044	0.2145880000	492.0000000000
