1267.7405440000	0.0000018270	1.7469390000	2000.0000000000
1635.9183560000	0.0000008562	2.2336350000	3000.0000000000
767.0093630000	0.0000070825	1.1031710000	1000.0000000000
814.1362150000	0.0000060936	1.1701810000	1080.0000000000
863.1235890000	0.0000052588	1.2315240000	1166.0000000000
914.3265480000	0.0000045639	1.2945140000	1259.0000000000
967.9256190000	0.0000039065	1.3680240000	1360.0000000000
1023.6579100000	0.0000033553	1.4667490000	1469.0000000000
1081.6034190000	0.0000028862	1.5302640000	1587.0000000000
1141.4935260000	0.0000024906	1.6019800000	1714.0000000000
1203.3897600000	0.0000021402	1.6917640000	1851.0000000000
1267.7405440000	0.0000018270	1.8011010000	2000.0000000000
