25.334116	0.003260	0.036269	0.010000
36.668425	0.001576	0.039382	0.004642
54.123688	0.000761	0.039312	0.002154
80.322091	0.000374	0.040120	0.001000
119.194724	0.000201	0.041802	0.000464
176.384629	0.000111	0.044005	0.000215
259.623299	0.000075	0.052097	0.000100
383.519633	0.000050	0.053115	0.000046
25.334116	0.003260	0.035080	0.010000
36.668425	0.001576	0.036821	0.004642
54.123688	0.000761	0.039815	0.002154
80.322091	0.000374	0.040248	0.001000
119.194724	0.000201	0.041640	0.000464
176.384629	0.000111	0.044313	0.000215
259.623299	0.000075	0.047577	0.000100
383.519633	0.000050	0.050289	0.000046
