72.630563	0.0005503038	0.760639	0.0010000000	0.550304
34.0199250000	0.0033343627	0.5557830000	36.0000000000
122.2692690000	0.0003601948	1.2410710000	136.0000000000
79.7067540000	0.0007956027	0.9534830000	86.0000000000
101.3591250000	0.0005146497	1.1217370000	111.0000000000
90.1925760000	0.0006371184	1.0168670000	98.0000000000
95.3729990000	0.0005760876	1.0528140000	104.0000000000
97.9466040000	0.0005480831	1.0834250000	107.0000000000
96.2323250000	0.0005664033	1.0714360000	105.0000000000
72.630563	0.0005503038	0.711262	0.0010000000	0.550304
34.0199250000	0.0033343627	0.6786870000	36.0000000000
122.2692690000	0.0003601948	1.4665320000	136.0000000000
79.7067540000	0.0007956027	0.9271930000	86.0000000000
101.3591250000	0.0005146497	1.1073100000	111.0000000000
90.1925760000	0.0006371184	1.0196980000	98.0000000000
95.3729990000	0.0005760876	1.0560730000	104.0000000000
97.9466040000	0.0005480831	1.0578770000	107.0000000000
96.2323250000	0.0005664033	1.0481320000	105.0000000000
223.187847	0.0000593067	1.181543	0.0001000000	0.593067
208.4178220000	0.0001181055	1.9456440000	249.0000000000
274.8218990000	0.0000610423	2.7030390000	349.0000000000
305.0916100000	0.0000460649	2.7471760000	399.0000000000
258.9832440000	0.0000700740	2.4551170000	324.0000000000
282.2503750000	0.0000567392	2.5343070000	361.0000000000
