67.958495	0.0006306661	0.180242	0.0010000000	0.630666
28.4565120000	0.0045227097	0.1956660000	30.0000000000
116.7727010000	0.0004383941	0.5911340000	129.0000000000
73.6044870000	0.0009513879	0.4483730000	79.0000000000
95.5232950000	0.0006212397	0.4925770000	104.0000000000
84.2130390000	0.0007570144	0.4325670000	91.0000000000
89.4547730000	0.0006836705	0.4671330000	97.0000000000
92.0618660000	0.0006566139	0.4791770000	100.0000000000
93.7937040000	0.0006381503	0.4831040000	102.0000000000
237.927192	0.0000534591	0.272828	0.0001000000	0.534591
222.4608210000	0.0001292814	1.0329130000	265.0000000000
291.1864070000	0.0000743038	1.3377030000	365.0000000000
323.1275880000	0.0000608126	1.4873070000	415.0000000000
353.6512670000	0.0000498506	1.6603320000	465.0000000000
291.1864070000	0.0000743038	1.3498820000	365.0000000000
323.1275880000	0.0000608126	1.4741760000	415.0000000000
338.5604300000	0.0000547713	1.4993900000	440.0000000000
345.8442920000	0.0000522582	1.6086970000	452.0000000000
342.2131190000	0.0000534750	1.5651230000	446.0000000000
344.0316990000	0.0000526144	1.5228410000	449.0000000000
342.8198460000	0.0000530036	1.5195440000	447.0000000000
