25.787357	0.0031620527	0.008463	0.0100000000	0.316205	55.000000
33.154205	0.0019358692	0.008789	0.0059948425	0.322922	76.000000
42.974725	0.0011279773	0.009367	0.0035938137	0.313866	108.000000
55.960782	0.0006789457	0.010230	0.0021544347	0.315139	158.000000
72.868903	0.0004049635	0.011232	0.0012915497	0.313549	233.000000
94.797245	0.0002384109	0.012503	0.0007742637	0.307920	348.000000
122.944839	0.0001381063	0.013944	0.0004641589	0.297541	521.000000
159.119376	0.0000839310	0.014500	0.0002782559	0.301632	774.000000
204.955394	0.0000496119	0.016572	0.0001668101	0.297416	1117.000000
263.384735	0.0000293898	0.018572	0.0001000000	0.293898	1552.000000
