25.762150	0.0031619388	0.028065	0.0100000000	0.316194	54.000000
37.605664	0.0015094642	0.029816	0.0046415888	0.325204	88.000000
55.534581	0.0006764462	0.032517	0.0021544347	0.313979	149.000000
81.601344	0.0003297911	0.036988	0.0010000000	0.329791	260.000000
118.335753	0.0001505729	0.038239	0.0004641589	0.324399	447.000000
168.436077	0.0000819339	0.040030	0.0002154435	0.380303	739.000000
234.791372	0.0000704032	0.044488	0.0001000000	0.704032	1130.000000
321.930577	0.0000382432	0.042991	0.0000464159	0.823925	1568.000000
424.623385	0.0000854709	0.045615	0.0000215443	3.967208	1930.000000
234.791372	0.0000567955	0.050039	0.0001000000	0.567955	1130.000000
234.791372	0.0000704032	0.057662	0.0001000000	0.704032	1130.000000
321.930577	0.0000382432	0.049211	0.0000464159	0.823925	1568.000000
424.623385	0.0000854709	0.041341	0.0000215443	3.967208	1930.000000
555.159466	0.0000052116	0.056685	0.0000100000	0.521160	2171.000000
684.678227	0.0000066879	0.048251	0.0000046416	1.440864	2284.000000
867.088264	0.0000065742	0.049107	0.0000021544	3.051473	2388.000000
1005.023801	0.0000085423	0.043302	0.0000010000	8.542300	2457.000000
