28.5061400000	0.0039200747	0.0304800000	30.0000000000
41.7556300000	0.0020224740	0.0383140000	44.0000000000
61.1043040000	0.0010588308	0.0503750000	65.0000000000
88.5555620000	0.0005494785	0.0672050000	96.0000000000
126.9552180000	0.0002786363	0.0884860000	142.0000000000
179.1853670000	0.0001368102	0.1161760000	210.0000000000
247.6146250000	0.0000693011	0.1556350000	310.0000000000
333.8979160000	0.0000304112	0.1989940000	458.0000000000
437.0264410000	0.0000145281	0.2514500000	677.0000000000
552.1694670000	0.0000066271	0.3107320000	1000.0000000000
552.1701270000	0.0000066271	0.3070090000	1000.0000000000
607.9904400000	0.0000043568	0.3342730000	1200.0000000000
664.0957440000	0.0000026238	0.3779060000	1442.0000000000
718.7023680000	0.0000016296	0.3981750000	1732.0000000000
770.7900920000	0.0000009588	0.4204810000	2080.0000000000
819.2249890000	0.0000005757	0.4392680000	2498.0000000000
863.0763230000	0.0000003867	0.4569410000	3000.0000000000
