25.799080	0.0032991096	0.002196	0.0100000000	0.329911	55.000000
45.837665	0.0010514984	0.002598	0.0031622777	0.332513	116.000000
82.308277	0.0003073133	0.003030	0.0010000000	0.307313	266.000000
144.231307	0.0000922627	0.003519	0.0003162278	0.291760	581.000000
241.989404	0.0000264910	0.004018	0.0001000000	0.264910	1051.000000
25.799080	0.0032991096	0.002158	0.0100000000	0.329911
45.837665	0.0010514984	0.002592	0.0031622777	0.332513
82.308277	0.0003073133	0.003075	0.0010000000	0.307313
144.231307	0.0000922627	0.003523	0.0003162278	0.291760
241.989404	0.0000264910	0.003937	0.0001000000	0.264910
25.799080	0.0032991096	0.002180	0.0100000000	0.329911
45.837665	0.0010514984	0.002604	0.0031622777	0.332513
82.308277	0.0003073133	0.003115	0.0010000000	0.307313
144.231307	0.0000922627	0.003523	0.0003162278	0.291760
241.989404	0.0000264910	0.003914	0.0001000000	0.264910
