25.790225	0.003046	0.018733	0.010000
37.739415	0.001422	0.021235	0.004642
55.988631	0.000636	0.022961	0.002154
83.285190	0.000294	0.022081	0.001000
123.359905	0.000135	0.023816	0.000464
182.101720	0.000063	0.022400	0.000215
267.049210	0.000030	0.022136	0.000100
392.311962	0.000013	0.022210	0.000046
25.790225	0.003046	0.017493	0.010000
37.739415	0.001422	0.018240	0.004642
55.988631	0.000636	0.018932	0.002154
83.285190	0.000294	0.019955	0.001000
123.359905	0.000135	0.020015	0.000464
182.101720	0.000063	0.020422	0.000215
267.049210	0.000030	0.020761	0.000100
392.311962	0.000013	0.020982	0.000046
