25.799080	0.003299	0.002194	0.010000
29.247501	0.002601	0.002214	0.007743
33.210116	0.001998	0.002374	0.005995
37.715914	0.001570	0.002529	0.004642
42.959816	0.001238	0.002530	0.003594
48.931028	0.000927	0.002684	0.002783
55.722311	0.000696	0.002738	0.002154
63.496202	0.000534	0.002887	0.001668
72.292883	0.000400	0.003008	0.001292
82.308277	0.000307	0.003109	0.001000
25.799080	0.003299	0.002187	0.010000
29.247501	0.002601	0.002260	0.007743
33.210116	0.001998	0.002363	0.005995
37.715914	0.001570	0.002512	0.004642
42.959816	0.001238	0.002539	0.003594
48.931028	0.000927	0.002663	0.002783
55.722311	0.000696	0.002783	0.002154
63.496202	0.000534	0.002850	0.001668
72.292883	0.000400	0.002963	0.001292
82.308277	0.000307	0.003140	0.001000
