25.799080	0.003219	0.002097	0.010000
29.247501	0.002529	0.002247	0.007743
33.210116	0.001966	0.002402	0.005995
37.715914	0.001545	0.002626	0.004642
42.959816	0.001222	0.002833	0.003594
48.931028	0.000916	0.003004	0.002783
55.722311	0.000691	0.003228	0.002154
63.496202	0.000521	0.003586	0.001668
72.292883	0.000396	0.003863	0.001292
82.308277	0.000307	0.004306	0.001000
